sequence,superkingdom,phylum,class,order,family,genus,species
GCF_013426915.1,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp. PGU19
GCF_013427035.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium vitis
GCF_013460135.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus,Arsenophonus endosymbiont of Aphis craccivora
GCF_013466425.1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium vicinigordonae
GCF_013466785.1,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides marinisabuli
GCF_013487845.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. 3B(2020)
GCF_013487865.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii
GCF_013487905.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus crispatus
GCF_013487945.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus saerimneri
GCF_013488205.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Empedobacter,Empedobacter falsenii
GCF_013488225.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium mexicanum
GCF_013624435.2,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides campestrisoli
GCF_013635755.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii
GCF_013693775.1,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,Thiobacillus sp.
GCF_013694245.1,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora ferruginea
GCF_013694365.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri
GCF_013706575.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii
GCF_013781885.1,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium intestinale
GCF_013782625.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. RHBSTW-00994
GCF_013787185.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
GCF_013836145.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sp. RHB25-C09
GCF_013874375.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. CACC 737
GCF_013874595.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. xlx-214
GCF_013925105.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes
GCF_013927005.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. RHBSTW-00175
GCF_014023125.1,Bacteria,Mycoplasmatota,Candidatus Izimaplasma,Candidatus Izemoplasmatales,Candidatus Izemoplasmataceae,Xianfuyuplasma,Xianfuyuplasma coldseepsis
GCF_014041935.1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia jinghuaiqii
GCF_014041995.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Changpingibacter,Changpingibacter yushuensis
GCF_014042015.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Actinotalea,Actinotalea sp. JY-7876
GCF_014054885.1,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria wadsworthii
GCF_014054965.1,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria shayeganii
GCF_014054985.1,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,Kingella oralis
GCF_014055005.1,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria dentiae
GCF_014055025.1,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria bacilliformis
GCF_014058425.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus pabuli
GCF_014058705.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Aureimonas,Aureimonas mangrovi
GCF_014069315.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus suantsaii
GCF_014069575.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia sp. JY-X169
GCF_014069875.1,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Flaviflexus,Flaviflexus equikiangi
GCF_014075995.1,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter radiodurans
GCF_014076555.1,Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Pectinatus,Pectinatus frisingensis
GCF_014083945.1,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Granulicella,Granulicella sp. 5B5
GCF_014083985.1,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. SCUT-3
GCF_014084025.1,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia sp. A-FGy1
GCF_014084045.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium esteraromaticum
GCF_014084105.1,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptacidiphilus,Streptacidiphilus sp. P02-A3a
GCF_014084125.1,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptacidiphilus,Streptacidiphilus sp. PB12-B1b
GCF_014107475.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia pipientis
GCF_014107495.1,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Cohnella,Cohnella cholangitidis
GCF_014108865.1,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. WS12
GCF_014109825.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella sp. PC997
GCF_014117325.1,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma sp. KCTC 72228
GCF_014117445.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Sandaracinobacteroides,Sandaracinobacteroides saxicola
GCF_014126615.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ciceribacter,Ciceribacter thiooxidans
GCF_014126825.1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,,Tomitella,Tomitella gaofuii
GCF_014127105.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia sp. MC521
GCF_014127285.1,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Mumia,Mumia sp. ZJ1417
GCF_014127485.1,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides dongkuii
GCF_014168535.1,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Lacibacter,Lacibacter sp. S13-6-22
GCF_014168995.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii
GCF_014171475.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. So64.6b
GCF_014171495.1,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia tropica
GCF_014189455.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium huakuii
GCF_014189535.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium lusitanum
GCF_014191545.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,Terrihabitans,Terrihabitans soli
GCF_014211975.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,Teredinibacter haidensis
GCF_014216315.1,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces finlayi
GCF_014216335.1,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces rutgersensis
GCF_014217035.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_014217215.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia nasimurium
GCF_014217235.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus luteus
GCF_014217255.1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium incognita
GCF_014217335.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,Teredinibacter purpureus
GCF_014217545.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter sp. NBSH8
GCF_014217605.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. NBWT7
GCF_014217625.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Leifsonia,Leifsonia shinshuensis
GCF_014217645.1,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. NBH84
GCF_014217665.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Frigoribacterium,Frigoribacterium sp. NBH87
GCF_014217685.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Glaciihabitans,Glaciihabitans sp. INWT7
GCF_014217805.1,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter swui
GCF_014217835.1,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Metabacillus,Metabacillus sp. KUDC1714
GCF_014217855.1,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. HK01-R
GCF_014218255.1,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Mycoavidus,Mycoavidus sp. B2-EB
GCF_014218275.1,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,Citrifermentans,Citrifermentans bremense
GCF_014218315.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter aceti
GCF_014218335.1,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna cellulosilytica
GCF_014218355.1,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna chitinilytica
GCF_014233485.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Ewingella,Ewingella americana
GCF_014235165.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium yanoikuyae
GCF_014235185.1,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia petroleophila
GCF_014236795.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas theicola
GCF_014250475.1,Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas timonae
GCF_014250515.1,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sediminicola
GCF_014262665.1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium anserum
GCF_014263395.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp. SH5A2
GCF_014268755.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas vanderleydeniana
GCF_014274465.1,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Alloacidobacterium,Alloacidobacterium dinghuense
GCF_014274685.1,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Edaphobacter,Edaphobacter sp. 4G125
GCF_014279595.1,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. RS9909
GCF_014279655.1,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. ROS8604
GCF_014279775.1,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PROS-9-1
GCF_014279855.1,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. Minos11
GCF_014279955.1,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. BMK-MC-1
GCF_014279995.1,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. BIOS-E4-1
GCF_014280115.1,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. A15-44
GCF_014280235.1,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Prochlorococcaceae,Cyanobium,Cyanobium sp. NS01
GCF_014280435.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. KCTC 72723
GCF_014287515.2,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia rectibacter
GCF_014295415.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Constantimarinum,Constantimarinum furrinae
GCF_014295435.1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium fluoranthenivorans
GCF_014297595.1,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria musculi
GCF_014298075.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. JUb54
GCF_014302635.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermacoccaceae,Dermacoccus,Dermacoccus sp. PAMC28757
GCF_014302995.1,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. PAMC26660
GCF_014303395.1,Bacteria,Actinomycetota,Actinomycetes,Nakamurellales,Nakamurellaceae,Nakamurella,Nakamurella sp. PAMC28650
GCF_014303735.1,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. PAMC28562
GCF_014303955.1,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Caproicibacter,Caproicibacter fermentans
GCF_014334055.1,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,Oscillibacter hominis
GCF_014334095.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingopyxis,Novosphingopyxis iocasae
GCF_014334115.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingosinithalassobacter,Sphingosinithalassobacter sp. CS137
GCF_014334135.1,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,Olivibacter sp. SDN3
GCF_014337155.1,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Wujia,Wujia chipingensis
GCF_014337175.1,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Simiaoa,Simiaoa sunii
GCF_014337195.1,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Qiania,Qiania dongpingensis
GCF_014337215.1,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Wansuia,Wansuia hejianensis
GCF_014337255.1,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium hominis
GCF_014352855.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sabuli
GCF_014352875.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter pectinis
GCF_014352915.1,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,Aliarcobacter cryaerophilus
GCF_014353015.1,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chitinibacteraceae,Chitinimonas,Chitinimonas koreensis
GCF_014353055.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Amniculibacterium,Amniculibacterium sp. G2-70
GCF_014395225.1,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter roseus
GCF_014395425.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Thermomonas brevis
GCF_014395645.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Phycicoccus,Phycicoccus endophyticus
GCF_014395785.1,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides mesophilus
GCF_014395975.1,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Diaphorobacter ruginosibacter
GCF_014396165.1,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,Erysipelothrix inopinata
GCF_014396385.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Leucobacter,Leucobacter denitrificans
GCF_014396585.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas rhizophila
GCF_014396975.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Thermomonas carbonis
GCF_014397115.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus carniphilus
GCF_014397255.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella diestrammenae
GCF_014466985.1,Bacteria,Campylobacterota,Epsilonproteobacteria,Nautiliales,Nitratiruptoraceae,Nitrosophilus,Nitrosophilus labii
GCF_014467015.1,Bacteria,Bacillota,Clostridia,Eubacteriales,Proteinivoraceae,Alkalicella,Alkalicella caledoniensis
GCF_014467055.1,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Caproicibacterium,Caproicibacterium amylolyticum
GCF_014483895.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Protaetiibacter,Protaetiibacter sp. SSC-01
GCF_014489475.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter terrestris
GCF_014489495.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas daechungensis
GCF_014489555.1,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter qilianensis
GCF_014489575.1,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,Tessaracoccus defluvii
GCF_014489595.1,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Paenacidovorax,Paenacidovorax monticola
GCF_014489615.1,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces genisteinicus
GCF_014489865.2,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Sirenicapillariaceae,Limnospira,Limnospira fusiformis
GCF_014490055.1,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora spinosa
GCF_014490555.1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium lujinxingii
GCF_014490575.1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium zhongnanshanii
GCF_014490665.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas alpina
GCF_014495845.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Aquibium,Aquibium microcysteis
GCF_014495905.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella sp. 6810
GCF_014522205.1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium poyangense
GCF_014522285.1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Mycetocola,Mycetocola sp. JXN-3
GCF_014522305.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. PV034
GCF_014524565.1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Schleiferiaceae,Croceimicrobium,Croceimicrobium hydrocarbonivorans
GCF_014529625.1,Bacteria,Verrucomicrobiota,Opitutae,Puniceicoccales,,Candidatus Pelagisphaera,Candidatus Pelagisphaera phototrophica
GCF_014541205.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia bovis
GCF_014595995.2,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces respiraculi
GCF_014621695.1,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces xanthii
GCF_014621775.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas sp. 169
GCF_014623465.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas arctica
